AGE,WORKCLASS,FNLWGT,EDUCATION,EDUCATION-NUM,MARITAL-STATUS,OCCUPATION,OCCUPATION-NUM,RELATIONSHIP,RACE,SEX,HOURS-PER-WEEK,NATIVE-COUNTRY,SALARY
28,PRIVATE,496526,HS-GRAD,9,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
30,PRIVATE,426431,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, >50K
34,PRIVATE,84154,BACHELORS,13,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
37,FEDERAL-GOV,45937,ASSOC-ACDM,12,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,WIFE,WHITE,FEMALE,40,UNITED-STATES, >50K
31,PRIVATE,130021,HS-GRAD,9,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
35,PRIVATE,63021,SOME-COLLEGE,10,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,FEMALE,35,UNITED-STATES, <=50K
25,PRIVATE,367306,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
38,PRIVATE,65624,HS-GRAD,9,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
43,SELF-EMP-NOT-INC,144928,HS-GRAD,9,NEVER-MARRIED,FARMING-FISHING,5,NOT-IN-FAMILY,WHITE,MALE,60,UNITED-STATES, <=50K
22,PRIVATE,117747,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,OTHER-RELATIVE,ASIAN-PAC-ISLANDER,FEMALE,40,VIETNAM, <=50K
18,PRIVATE,266681,11TH,7,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,20,UNITED-STATES, <=50K
26,PRIVATE,152035,HS-GRAD,9,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
36,PRIVATE,190023,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
43,PRIVATE,233130,HS-GRAD,9,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,20,UNITED-STATES, <=50K
21,PRIVATE,149637,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,25,UNITED-STATES, <=50K
62,FEDERAL-GOV,224277,SOME-COLLEGE,10,WIDOWED,PROTECTIVE-SERV,11,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
26,PRIVATE,121559,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
54,SELF-EMP-NOT-INC,230951,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
18,PRIVATE,345285,11TH,7,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,20,UNITED-STATES, <=50K
65,SELF-EMP-NOT-INC,28367,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,55,UNITED-STATES, <=50K
41,PRIVATE,320744,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, <=50K
31,PRIVATE,243773,9TH,5,NEVER-MARRIED,OTHER-SERVICE,8,UNMARRIED,WHITE,FEMALE,20,UNITED-STATES, <=50K
56,PRIVATE,151474,9TH,5,DIVORCED,SALES,12,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
50,PRIVATE,135465,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
22,PRIVATE,210781,BACHELORS,13,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,35,UNITED-STATES, <=50K
36,LOCAL-GOV,359001,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,PROTECTIVE-SERV,11,HUSBAND,WHITE,MALE,48,UNITED-STATES, <=50K
48,PRIVATE,119471,DOCTORATE,16,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,ASIAN-PAC-ISLANDER,MALE,40,INDIA, >50K
30,PRIVATE,226396,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,WIFE,WHITE,FEMALE,30,UNITED-STATES, <=50K
35,PRIVATE,283122,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TECH-SUPPORT,13,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
37,SELF-EMP-NOT-INC,326400,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,30,UNITED-STATES, <=50K
56,PRIVATE,158752,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,WIFE,WHITE,FEMALE,50,UNITED-STATES, <=50K
41,PRIVATE,96741,ASSOC-ACDM,12,DIVORCED,SALES,12,UNMARRIED,WHITE,MALE,40,UNITED-STATES, <=50K
38,STATE-GOV,255191,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
34,PRIVATE,177733,9TH,5,SEPARATED,MACHINE-OP-INSPCT,7,UNMARRIED,WHITE,FEMALE,35,DOMINICAN-REPUBLIC, <=50K
54,STATE-GOV,137815,12TH,8,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
42,PRIVATE,168515,ASSOC-VOC,11,DIVORCED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
33,PRIVATE,122672,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
21,PRIVATE,195199,HS-GRAD,9,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,FEMALE,30,UNITED-STATES, <=50K
69,LOCAL-GOV,179813,10TH,6,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,10,UNITED-STATES, <=50K
32,PRIVATE,178623,ASSOC-ACDM,12,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,BLACK,FEMALE,46,TRINADAD&TOBAGO, <=50K
50,PRIVATE,41890,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
45,PRIVATE,80430,HS-GRAD,9,DIVORCED,OTHER-SERVICE,8,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
31,PRIVATE,198613,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,35,UNITED-STATES, <=50K
24,PRIVATE,330571,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,WIFE,WHITE,FEMALE,40,UNITED-STATES, <=50K
28,PRIVATE,209205,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,60,UNITED-STATES, >50K
21,PRIVATE,132243,ASSOC-ACDM,12,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,5,UNITED-STATES, <=50K
43,SELF-EMP-NOT-INC,237670,ASSOC-VOC,11,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,25,UNITED-STATES, <=50K
22,PRIVATE,193586,HS-GRAD,9,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,FEMALE,25,UNITED-STATES, <=50K
62,SELF-EMP-NOT-INC,197353,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
21,SELF-EMP-NOT-INC,74538,SOME-COLLEGE,10,NEVER-MARRIED,TECH-SUPPORT,13,NOT-IN-FAMILY,WHITE,MALE,25,UNITED-STATES, <=50K
37,PRIVATE,89718,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
34,PRIVATE,93169,SOME-COLLEGE,10,DIVORCED,OTHER-SERVICE,8,UNMARRIED,BLACK,FEMALE,40,UNITED-STATES, <=50K
74,SELF-EMP-NOT-INC,292915,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,12,UNITED-STATES, >50K
43,PRIVATE,328570,SOME-COLLEGE,10,DIVORCED,MACHINE-OP-INSPCT,7,UNMARRIED,BLACK,FEMALE,38,UNITED-STATES, <=50K
25,PRIVATE,312157,SOME-COLLEGE,10,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
43,PRIVATE,193459,11TH,7,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
23,PRIVATE,236804,11TH,7,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
33,PRIVATE,126223,HS-GRAD,9,SEPARATED,MACHINE-OP-INSPCT,7,UNMARRIED,BLACK,FEMALE,40,UNITED-STATES, <=50K
51,STATE-GOV,172281,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,35,UNITED-STATES, >50K
64,PRIVATE,153894,BACHELORS,13,NEVER-MARRIED,SALES,12,UNMARRIED,WHITE,FEMALE,40,PERU, <=50K
35,PRIVATE,331395,SOME-COLLEGE,10,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, <=50K
69,SELF-EMP-NOT-INC,92472,10TH,6,MARRIED-SPOUSE-ABSENT,FARMING-FISHING,5,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, <=50K
32,PRIVATE,318647,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,48,UNITED-STATES, >50K
20,PRIVATE,332931,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
66,SELF-EMP-INC,76212,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
31,PRIVATE,301168,SOME-COLLEGE,10,NEVER-MARRIED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,40,ITALY, <=50K
22,PRIVATE,440969,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,FEMALE,24,UNITED-STATES, <=50K
32,PRIVATE,154950,PROF-SCHOOL,15,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
23,PRIVATE,218343,ASSOC-ACDM,12,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,40,UNITED-STATES, <=50K
21,PRIVATE,239577,SOME-COLLEGE,10,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
36,PRIVATE,247936,HS-GRAD,9,MARRIED-CIV-SPOUSE,OTHER-SERVICE,8,WIFE,ASIAN-PAC-ISLANDER,FEMALE,2,TAIWAN, <=50K
62,LOCAL-GOV,203525,7TH-8TH,4,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
24,PRIVATE,182342,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
45,PRIVATE,25649,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
27,PRIVATE,243569,11TH,7,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
38,PRIVATE,187870,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,90,UNITED-STATES, >50K
30,PRIVATE,487330,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,HUSBAND,WHITE,MALE,30,UNITED-STATES, <=50K
21,SELF-EMP-NOT-INC,318987,ASSOC-VOC,11,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
56,SELF-EMP-NOT-INC,140558,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
59,LOCAL-GOV,303455,MASTERS,14,WIDOWED,PROF-SPECIALTY,10,UNMARRIED,WHITE,FEMALE,60,UNITED-STATES, >50K
37,SELF-EMP-NOT-INC,76855,SOME-COLLEGE,10,DIVORCED,EXEC-MANAGERIAL,4,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
52,PRIVATE,308764,SOME-COLLEGE,10,DIVORCED,EXEC-MANAGERIAL,4,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
50,FEDERAL-GOV,339905,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
55,PRIVATE,227856,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,60,UNITED-STATES, >50K
55,PRIVATE,156430,BACHELORS,13,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
72,PRIVATE,116640,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,20,UNITED-STATES, <=50K
39,PRIVATE,187167,SOME-COLLEGE,10,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
28,PRIVATE,184078,12TH,8,DIVORCED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
38,PRIVATE,108140,BACHELORS,13,DIVORCED,TECH-SUPPORT,13,OTHER-RELATIVE,WHITE,MALE,40,UNITED-STATES, <=50K
44,PRIVATE,150533,SOME-COLLEGE,10,SEPARATED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,MALE,55,UNITED-STATES, <=50K
51,SELF-EMP-NOT-INC,313702,HS-GRAD,9,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
20,PRIVATE,39803,SOME-COLLEGE,10,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,WHITE,MALE,36,UNITED-STATES, <=50K
25,PRIVATE,252752,SOME-COLLEGE,10,NEVER-MARRIED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,WHITE,FEMALE,45,UNITED-STATES, <=50K
52,PRIVATE,111700,SOME-COLLEGE,10,DIVORCED,SALES,12,OTHER-RELATIVE,WHITE,FEMALE,20,UNITED-STATES, >50K
45,PRIVATE,361842,HS-GRAD,9,WIDOWED,CRAFT-REPAIR,3,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
17,PRIVATE,231438,11TH,7,NEVER-MARRIED,ADM-CLERICAL,1,OWN-CHILD,WHITE,FEMALE,12,UNITED-STATES, <=50K
64,LOCAL-GOV,116620,MASTERS,14,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,25,UNITED-STATES, <=50K
34,PRIVATE,112212,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
74,SELF-EMP-NOT-INC,109101,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,4,UNITED-STATES, <=50K
58,FEDERAL-GOV,72998,11TH,7,DIVORCED,CRAFT-REPAIR,3,NOT-IN-FAMILY,BLACK,FEMALE,40,UNITED-STATES, >50K
44,PRIVATE,147265,MASTERS,14,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
23,STATE-GOV,314645,ASSOC-ACDM,12,NEVER-MARRIED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,25,UNITED-STATES, <=50K
23,PRIVATE,444554,HS-GRAD,9,NEVER-MARRIED,HANDLERS-CLEANERS,6,OWN-CHILD,WHITE,MALE,50,UNITED-STATES, <=50K
27,PRIVATE,129629,ASSOC-VOC,11,NEVER-MARRIED,TECH-SUPPORT,13,OTHER-RELATIVE,WHITE,FEMALE,36,UNITED-STATES, <=50K
34,PRIVATE,106761,BACHELORS,13,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
18,PRIVATE,189924,HS-GRAD,9,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,24,UNITED-STATES, <=50K
33,PRIVATE,311194,11TH,7,NEVER-MARRIED,SALES,12,UNMARRIED,BLACK,FEMALE,17,UNITED-STATES, <=50K
50,SELF-EMP-NOT-INC,89737,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,48,UNITED-STATES, <=50K
47,PRIVATE,49298,HS-GRAD,9,DIVORCED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,50,UNITED-STATES, <=50K
50,SELF-EMP-INC,190333,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,55,UNITED-STATES, >50K
18,PRIVATE,251923,11TH,7,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,FEMALE,15,UNITED-STATES, <=50K
49,LOCAL-GOV,298445,PROF-SCHOOL,15,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,WIFE,WHITE,FEMALE,60,UNITED-STATES, >50K
34,PRIVATE,180284,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,50,UNITED-STATES, <=50K
51,PRIVATE,154342,MASTERS,14,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
56,STATE-GOV,68658,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
64,PRIVATE,203783,HS-GRAD,9,WIDOWED,ADM-CLERICAL,1,UNMARRIED,WHITE,FEMALE,8,UNITED-STATES, <=50K
23,PRIVATE,250037,SOME-COLLEGE,10,NEVER-MARRIED,FARMING-FISHING,5,NOT-IN-FAMILY,WHITE,FEMALE,50,UNITED-STATES, <=50K
33,PRIVATE,158688,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
43,PRIVATE,214781,MASTERS,14,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
60,FEDERAL-GOV,404023,HS-GRAD,9,DIVORCED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, >50K
57,STATE-GOV,109015,12TH,8,DIVORCED,OTHER-SERVICE,8,UNMARRIED,WHITE,FEMALE,40,UNITED-STATES, <=50K
22,PRIVATE,194630,BACHELORS,13,NEVER-MARRIED,SALES,12,NOT-IN-FAMILY,WHITE,MALE,45,UNITED-STATES, <=50K
23,PRIVATE,239375,BACHELORS,13,NEVER-MARRIED,MACHINE-OP-INSPCT,7,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
54,PRIVATE,35576,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
39,FEDERAL-GOV,363630,HS-GRAD,9,MARRIED-CIV-SPOUSE,ADM-CLERICAL,1,HUSBAND,BLACK,MALE,52,UNITED-STATES, >50K
32,SELF-EMP-NOT-INC,182926,MASTERS,14,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
20,PRIVATE,117222,SOME-COLLEGE,10,NEVER-MARRIED,TECH-SUPPORT,13,OWN-CHILD,WHITE,MALE,15,UNITED-STATES, <=50K
30,PRIVATE,110643,SOME-COLLEGE,10,NEVER-MARRIED,EXEC-MANAGERIAL,4,NOT-IN-FAMILY,WHITE,MALE,52,UNITED-STATES, <=50K
56,SELF-EMP-NOT-INC,170217,HS-GRAD,9,MARRIED-CIV-SPOUSE,FARMING-FISHING,5,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
34,PRIVATE,193285,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,UNITED-STATES, <=50K
32,PRIVATE,161075,HS-GRAD,9,NEVER-MARRIED,CRAFT-REPAIR,3,UNMARRIED,WHITE,MALE,40,UNITED-STATES, <=50K
59,PRIVATE,322691,MASTERS,14,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
19,PRIVATE,229431,SOME-COLLEGE,10,NEVER-MARRIED,PROF-SPECIALTY,10,OWN-CHILD,WHITE,MALE,11,UNITED-STATES, <=50K
29,PRIVATE,105694,HS-GRAD,9,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,42,UNITED-STATES, <=50K
24,PRIVATE,199883,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,60,UNITED-STATES, <=50K
41,STATE-GOV,100800,MASTERS,14,DIVORCED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,35,UNITED-STATES, <=50K
23,PRIVATE,256278,7TH-8TH,4,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,OTHER-RELATIVE,OTHER,FEMALE,30,EL-SALVADOR, <=50K
32,PRIVATE,156464,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,HUSBAND,WHITE,MALE,50,UNITED-STATES, >50K
18,PRIVATE,285013,HS-GRAD,9,NEVER-MARRIED,SALES,12,OWN-CHILD,WHITE,MALE,10,UNITED-STATES, <=50K
38,PRIVATE,219902,HS-GRAD,9,SEPARATED,TRANSPORT-MOVING,14,UNMARRIED,BLACK,FEMALE,30,UNITED-STATES, <=50K
29,PRIVATE,375482,BACHELORS,13,NEVER-MARRIED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,MALE,50,ENGLAND, <=50K
25,PRIVATE,169124,HS-GRAD,9,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
31,PRIVATE,183000,PROF-SCHOOL,15,NEVER-MARRIED,TECH-SUPPORT,13,NOT-IN-FAMILY,WHITE,MALE,55,UNITED-STATES, <=50K
34,PRIVATE,28053,BACHELORS,13,MARRIED-SPOUSE-ABSENT,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,25,UNITED-STATES, <=50K
34,PRIVATE,242984,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,45,UNITED-STATES, >50K
66,STATE-GOV,132055,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
41,PRIVATE,212894,5TH-6TH,3,MARRIED-CIV-SPOUSE,HANDLERS-CLEANERS,6,HUSBAND,WHITE,MALE,40,GUATEMALA, <=50K
62,PRIVATE,223975,7TH-8TH,4,MARRIED-CIV-SPOUSE,PROF-SPECIALTY,10,HUSBAND,WHITE,MALE,20,UNITED-STATES, <=50K
58,PRIVATE,357788,HS-GRAD,9,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,BLACK,MALE,40,UNITED-STATES, <=50K
40,PRIVATE,406811,HS-GRAD,9,SEPARATED,EXEC-MANAGERIAL,4,UNMARRIED,WHITE,FEMALE,40,CANADA, <=50K
24,PRIVATE,154422,BACHELORS,13,NEVER-MARRIED,EXEC-MANAGERIAL,4,OWN-CHILD,ASIAN-PAC-ISLANDER,FEMALE,40,PHILIPPINES, <=50K
47,PRIVATE,140644,HS-GRAD,9,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,HUSBAND,WHITE,MALE,40,UNITED-STATES, >50K
19,PRIVATE,355477,HS-GRAD,9,NEVER-MARRIED,OTHER-SERVICE,8,OWN-CHILD,BLACK,MALE,25,UNITED-STATES, <=50K
32,PRIVATE,151773,SOME-COLLEGE,10,MARRIED-CIV-SPOUSE,CRAFT-REPAIR,3,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
51,STATE-GOV,341548,SOME-COLLEGE,10,DIVORCED,ADM-CLERICAL,1,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, <=50K
25,PRIVATE,512771,9TH,5,MARRIED-CIV-SPOUSE,TRANSPORT-MOVING,14,HUSBAND,WHITE,MALE,45,UNITED-STATES, <=50K
22,PRIVATE,48988,SOME-COLLEGE,10,NEVER-MARRIED,TRANSPORT-MOVING,14,NOT-IN-FAMILY,WHITE,MALE,40,UNITED-STATES, <=50K
29,PRIVATE,201022,BACHELORS,13,MARRIED-CIV-SPOUSE,EXEC-MANAGERIAL,4,WIFE,WHITE,FEMALE,50,UNITED-STATES, >50K
20,PRIVATE,82777,HS-GRAD,9,MARRIED-CIV-SPOUSE,SALES,12,OWN-CHILD,WHITE,MALE,40,UNITED-STATES, <=50K
42,PRIVATE,152676,7TH-8TH,4,DIVORCED,CRAFT-REPAIR,3,UNMARRIED,WHITE,MALE,40,PUERTO-RICO, <=50K
18,PRIVATE,115815,HS-GRAD,9,NEVER-MARRIED,MACHINE-OP-INSPCT,7,OWN-CHILD,WHITE,MALE,20,UNITED-STATES, <=50K
23,PRIVATE,168009,10TH,6,MARRIED-CIV-SPOUSE,MACHINE-OP-INSPCT,7,OWN-CHILD,ASIAN-PAC-ISLANDER,FEMALE,40,VIETNAM, <=50K
55,PRIVATE,89690,BACHELORS,13,DIVORCED,PROF-SPECIALTY,10,NOT-IN-FAMILY,WHITE,FEMALE,40,UNITED-STATES, >50K
40,PRIVATE,126868,HS-GRAD,9,DIVORCED,MACHINE-OP-INSPCT,7,NOT-IN-FAMILY,BLACK,MALE,40,UNITED-STATES, <=50K
